YEAR,STATE,STATECODE,COUNTY,AREA,COUNTYCODE,NOTECODE,MARRIAGES,DIVORCES
1867,Texas,480,Calhoun,Calhoun,570,,36,1
1867,Texas,480,Cass,Cass,670,,,2
1867,Texas,480,Chambers,Chambers,710,3,,
1867,Texas,480,Cherokee,Cherokee,730,,183,
1867,Texas,480,Collin,Collin,850,,173,2
1867,Texas,480,Colorado,Colorado,890,,73,
1867,Texas,480,Comal,Comal,910,,82,1
1867,Texas,480,Cooke,Cooke,970,,65,
1867,Texas,480,Coryell,Coryell,990,,47,1
1867,Texas,480,Dallas,Dallas,1130,,117,3
1867,Texas,480,Denton,Denton,1210,3,,
1867,Texas,480,DeWitt,DeWitt,1230,,93,4
1867,Texas,480,Ellis,Ellis,1390,,154,
1867,Texas,480,Encinal,Encinal,1415,47,,
1867,Texas,480,Falls,Falls,1450,,90,
1867,Texas,480,Fannin,Fannin,1470,,189,3
1867,Texas,480,Fayette,Fayette,1490,,188,3
1867,Texas,480,Fort Bend,Fort Bend,1570,3,100,
1867,Texas,480,Galveston,Galveston,1670,,272,8
1867,Texas,480,Gillespie,Gillespie,1710,,30,
1867,Texas,480,Goliad,Goliad,1750,3,41,
1867,Texas,480,Gonzales,Gonzales,1770,,123,2
1867,Texas,480,Grayson,Grayson,1810,,173,
1867,Texas,480,Grimes,Grimes,1850,,184,
1867,Texas,480,Guadalupe,Guadalupe,1870,,58,
1867,Texas,480,Hamilton,Hamilton,1930,3,,
1867,Texas,480,Hardin,Hardin,1990,3,22,
1867,Texas,480,Harris,Harris,2010,,359,10
1867,Texas,480,Harrison,Harrison,2030,,135,1
1867,Texas,480,Hays,Hays,2090,,36,
1867,Texas,480,Hidalgo,Hidalgo,2150,,24,
1867,Texas,480,Hill,Hill,2170,3,,1
1867,Texas,480,Hood,Hood,2210,3,,
1867,Texas,480,Hopkins,Hopkins,2230,,,2
1867,Texas,480,Houston,Houston,2250,3,,
1867,Texas,480,Hunt,Hunt,2310,,120,5
1867,Texas,480,Jack,Jack,2370,,5,
1867,Texas,480,Jackson,Jackson,2390,,26,
1867,Texas,480,Jasper,Jasper,2410,,28,
1867,Texas,480,Jefferson,Jefferson,2450,,13,
1867,Texas,480,Karnes,Karnes,2550,,,3
1867,Texas,480,Kaufman,Kaufman,2570,,82,
1867,Texas,480,Kendall,Kendall,2590,,25,1
1867,Texas,480,Kimble,Kimble,2670,3,,
1867,Texas,480,Lamar,Lamar,2770,,190,5
1867,Texas,480,Lampasas,Lampasas,2810,3,,
1867,Texas,480,Lavaca,Lavaca,2850,,126,1
1867,Texas,480,Leon,Leon,2890,3,,
1867,Texas,480,Liberty,Liberty,2910,3,,
1867,Texas,480,Limestone,Limestone,2930,3,,
1867,Texas,480,Live Oak,Live Oak,2970,,,1
1867,Texas,480,Llano,Llano,2990,3,,
1867,Texas,480,McLennan,McLennan,3090,,171,1
1867,Texas,480,Marion,Marion,3150,,116,
1867,Texas,480,Mason,Mason,3190,3,,
1867,Texas,480,Matagorda,Matagorda,3210,,20,
1867,Texas,480,Medina,Medina,3250,,25,1
1867,Texas,480,Milam,Milam,3310,3,,
1867,Texas,480,Montague,Montague,3370,3,,
1867,Texas,480,Montgomery,Montgomery,3390,,62,
1867,Texas,480,Nacogdoches,Nacogdoches,3470,,101,2
1867,Texas,480,Navarro,Navarro,3490,,58,1
1867,Texas,480,Orange,Orange,3610,,31,2
1867,Texas,480,Panola,Panola,3650,,183,
1867,Texas,480,Parker,Parker,3670,3,,
1867,Texas,480,Polk,Polk,3730,,61,
1867,Texas,480,Rains,Rains,3790,3,,
1867,Texas,480,Red River,Red River,3870,,128,
1867,Texas,480,Refugio,Refugio,3910,3,,
1867,Texas,480,Robertson,Robertson,3950,,275,
1867,Texas,480,Rockwall,Rockwall,3970,3,,
1867,Texas,480,Rusk,Rusk,4010,,262,1
1867,Texas,480,San Saba,San Saba,4110,,12,
1867,Texas,480,Shelby,Shelby,4190,3,,
1867,Texas,480,Starr,Starr,4270,,54,
1867,Texas,480,Tarrant,Tarrant,4390,3,,
1867,Texas,480,Titus,Titus,4490,,76,
1867,Texas,480,Travis,Travis,4530,,185,3
1867,Texas,480,Trinity,Trinity,4550,3,,
1867,Texas,480,Tyler,Tyler,4570,,50,1
1867,Texas,480,Upshur,Upshur,4590,,87,
1867,Texas,480,Uvalde,Uvalde,4630,,21,
1867,Texas,480,Victoria,Victoria,4690,,61,
1867,Texas,480,Walker,Walker,4710,,143,
1867,Texas,480,Webb,Webb,4790,47,25,
1867,Texas,480,Wharton,Wharton,4810,,40,2
1867,Texas,480,Williamson,Williamson,4910,,88,1
1867,Texas,480,Wilson,Wilson,4930,3,17,
1867,Texas,480,Wise,Wise,4970,3,,
1867,Texas,480,Wood,Wood,4990,3,,
1867,Utah Territory,495,Box Elder,Box Elder,35,,,4
1867,Utah Territory,495,Cache,Cache,55,,,10
1867,Utah Territory,495,Davis,Davis,115,,,4
1867,Utah Territory,495,Iron,Iron,295,,,2
1867,Utah Territory,495,Juab,Juab,315,,,2
1867,Utah Territory,495,Kane,Kane,335,,,1
1867,Utah Territory,495,Millard,Millard,375,,,3
1867,Utah Territory,495,Morgan,Morgan,395,,,1
1867,Utah Territory,495,Salt Lake,Salt Lake,495,,,33
1867,Utah Territory,495,Sanpete,Sanpete,535,,,5
1867,Utah Territory,495,Summit,Summit,595,,,1
1867,Utah Territory,495,Utah,Utah,675,,,8
1867,Utah Territory,495,Weber,Weber,755,"48,49",,
1867,Washington Territory,535,Asotin,Asotin,5,50,,
1867,Washington Territory,535,Chihallis,Chihallis,15,50,,
1867,Washington Territory,535,Clallam,Clallam,35,50,,
1867,Washington Territory,535,Clark,Clark,55,50,,10
1867,Washington Territory,535,Columbia,Columbia,75,50,,
1867,Washington Territory,535,Cowlitz,Cowlitz,95,50,,
1867,Washington Territory,535,Garfield,Garfield,105,50,,
1867,Washington Territory,535,Island,Island,115,50,,
1867,Washington Territory,535,Jefferson,Jefferson,135,50,,2
1867,Washington Territory,535,King,King,155,50,,5
1867,Washington Territory,535,Kitsap,Kitsap,175,50,,
1867,Washington Territory,535,Klikatat,Klikatat,195,50,,
1867,Washington Territory,535,Lewis,Lewis,215,50,,
1867,Washington Territory,535,Lincoln,Lincoln,225,50,,
1867,Washington Territory,535,Mason,Mason,235,50,,
1867,Washington Territory,535,Pacific,Pacific,255,50,,
1867,Washington Territory,535,Pierce,Pierce,275,50,5,
1867,Washington Territory,535,The Disputed Islands,The Disputed Islands,295,50,,
1867,Washington Territory,535,San Juan,San Juan,315,50,,
1867,Washington Territory,535,Skagit,Skagit,335,50,,
1867,Washington Territory,535,Skamania,Skamania,355,50,,
1867,Washington Territory,535,Snohomish,Snohomish,395,50,,
1867,Washington Territory,535,Spokane,Spokane,415,50,,
1867,Washington Territory,535,Stevens,Stevens,435,50,,
1867,Washington Territory,535,Thurston,Thurston,455,50,,2
1867,Washington Territory,535,Wahkiakum,Wahkiakum,475,50,,
1867,Washington Territory,535,Walla Walla,Walla Walla,495,50,52,1
1867,Washington Territory,535,Whatcom,Whatcom,515,50,,
1867,Washington Territory,535,Whitman,Whitman,535,50,,
1867,Washington Territory,535,Yakima,Yakima,555,50,,
1868,Arizona Territory,45,Mohave,Mohave,155,,1,
1868,Arizona Territory,45,Yavapai,Yavapai,255,,,1
1868,California,60,Alameda,Alameda,10,,120,6
1868,California,60,Alpine,Alpine,30,,1,3
1868,California,60,Amador,Amador,50,,53,3
1868,California,60,Butte,Butte,70,,51,6
1868,California,60,Calaveras,Calaveras,90,,36,4
1868,California,60,Colusa,Colusa,110,,,2
1868,California,60,Contra Costa,Contra Costa,130,,34,2
1868,California,60,El Dorado,El Dorado,170,,68,4
1868,California,60,Fresno,Fresno,190,,10,1
1868,California,60,Kern,Kern,290,,9,2
1868,California,60,Lake,Lake,330,,,1
1868,California,60,Lassen,Lassen,350,,8,1
1868,California,60,Los Angeles,Los Angeles,370,,112,4
1868,California,60,Marin,Marin,410,,14,1
1868,California,60,Mariposa,Mariposa,430,,20,4
1868,California,60,Mendocino,Mendocino,450,,50,2
1868,California,60,Merced,Merced,470,,12,
1868,California,60,Monterey,Monterey,530,,63,4
1868,California,60,Napa,Napa,550,,67,3
1868,California,60,Nevada,Nevada,570,,86,9
1868,California,60,Placer,Placer,610,,53,8
1868,California,60,Plumas,Plumas,630,,14,1
1868,California,60,Sacramento,Sacramento,670,,238,18
1868,California,60,San Bernardino,San Bernardino,710,,25,
1868,California,60,San Diego,San Diego,730,4,13,
1868,California,60,San Francisco,San Francisco,750,,2040,68
1868,California,60,San Joaquin,San Joaquin,770,,126,6
1868,California,60,San Luis Obispo,San Luis Obispo,790,,32,
1868,California,60,San Mateo,San Mateo,810,,24,
1868,California,60,Santa Barbara,Santa Barbara,830,,35,
1868,California,60,Santa Clara,Santa Clara,850,,187,11
1868,California,60,Santa Cruz,Santa Cruz,870,,78,2
1868,California,60,Shasta,Shasta,890,,26,
1868,California,60,Sierra,Sierra,910,,35,1
1868,California,60,Siskiyou,Siskiyou,930,,27,2
1868,California,60,Solano,Solano,950,,80,3
1868,California,60,Sonoma,Sonoma,970,4,129,4
1868,California,60,Stanislaus,Stanislaus,990,,20,2
1868,California,60,Sutter,Sutter,1010,,23,
1868,California,60,Trinity,Trinity,1050,,18,2
1868,California,60,Tulare,Tulare,1070,,36,1
1868,California,60,Tuolumne,Tuolumne,1090,,37,5
1868,California,60,Yolo,Yolo,1130,,50,3
1868,California,60,Yuba,Yuba,1150,,108,7
1868,Colorado Territory,85,Arapahoe,Arapahoe,15,,,8
1868,Colorado Territory,85,Boulder,Boulder,55,,21,
1868,Colorado Territory,85,Clear Creek,Clear Creek,75,,7,1
1868,Colorado Territory,85,Costilla,Costilla,115,,11,
1868,Colorado Territory,85,Douglas,Douglas,135,,5,
1868,Colorado Territory,85,El Paso,El Paso,155,,3,
1868,Colorado Territory,85,Fremont,Fremont,175,,8,
1868,Colorado Territory,85,Gilpin,Gilpin,195,,38,
1868,Colorado Territory,85,Jefferson,Jefferson,255,,5,
1868,Colorado Territory,85,Larimer,Larimer,295,,9,
1868,Colorado Territory,85,Pueblo,Pueblo,355,,18,
1868,Colorado Territory,85,Weld,Weld,415,,5,
1868,Nevada,320,Douglas,Douglas,50,,,5
1868,Nevada,320,Esmeralda,Esmeralda,90,,7,
1868,Nevada,320,Humboldt,Humboldt,130,,5,2
1868,Nevada,320,Lander,Lander,150,,21,5
1868,Nevada,320,Lyon,Lyon,190,,8,9
1868,Nevada,320,Nye,Nye,230,,,1
1868,Nevada,320,Ormsby,Ormsby,250,,23,12
1868,Nevada,320,Storey,Storey,290,,86,21
1868,Nevada,320,Washoe,Washoe,310,,26,7
1868,Nevada,320,White Pine,White Pine,330,3,,
1868,Oregon,410,Baker,Baker,10,,38,
1868,Oregon,410,Benton,Benton,30,,,2
1868,Oregon,410,Clackamas,Clackamas,50,,52,5
1868,Oregon,410,Clatsop,Clatsop,70,,10,1
1868,Oregon,410,Columbia,Columbia,90,,6,
1868,Oregon,410,Coos,Coos,110,,18,
1868,Oregon,410,Douglas,Douglas,190,,,5
1868,Oregon,410,Jackson,Jackson,290,,,2
1868,Oregon,410,Lane,Lane,390,,,10
1868,Oregon,410,Linn,Linn,430,,,3
1868,Oregon,410,Marion,Marion,470,,,13
1868,Oregon,410,Multnomah,Multnomah,510,,,13
1868,Oregon,410,Polk,Polk,530,,61,1
1868,Oregon,410,Tillamook,Tillamook,570,,5,
1868,Oregon,410,Wasco,Wasco,650,,,4
1868,Oregon,410,Washington,Washington,670,,30,3
1868,Oregon,410,Yamhill,Yamhill,710,,38,4
1868,Texas,480,Anderson,Anderson,10,,,1
1868,Texas,480,Angelina,Angelina,50,,47,2
1868,Texas,480,Atascosa,Atascosa,130,,39,
1868,Texas,480,Austin,Austin,150,,211,5
1868,Texas,480,Bandera,Bandera,190,,13,1
1868,Texas,480,Bastrop,Bastrop,210,,181,1
1868,Texas,480,Bee,Bee,250,,1,
1868,Texas,480,Bell,Bell,270,,88,
1868,Texas,480,Bexar,Bexar,290,,226,6
1868,Texas,480,Blanco,Blanco,310,3,,
1868,Texas,480,Bowie,Bowie,370,,42,
1868,Texas,480,Brazoria,Brazoria,390,,41,1
1868,Texas,480,Brazos,Brazos,410,,146,1
1868,Texas,480,Brown,Brown,490,3,,
1868,Texas,480,Burleson,Burleson,510,,121,
1868,Texas,480,Burnet,Burnet,530,,47,
1868,Texas,480,Caldwell,Caldwell,550,,42,1
1868,Texas,480,Calhoun,Calhoun,570,,48,
1868,Texas,480,Cameron,Cameron,610,,,5
1868,Texas,480,Cass,Cass,670,,,2
1868,Texas,480,Chambers,Chambers,710,3,,
1868,Texas,480,Cherokee,Cherokee,730,,161,5
1868,Texas,480,Collin,Collin,850,,174,2
1868,Texas,480,Colorado,Colorado,890,,90,
1868,Texas,480,Comal,Comal,910,,88,2
1868,Texas,480,Cooke,Cooke,970,,43,
1868,Texas,480,Coryell,Coryell,990,,34,1
1868,Texas,480,Dallas,Dallas,1130,,128,
1868,Texas,480,Denton,Denton,1210,3,,
1868,Texas,480,DeWitt,DeWitt,1230,,114,
1868,Texas,480,Ellis,Ellis,1390,,130,
1868,Texas,480,Encinal,Encinal,1415,47,,
1868,Texas,480,Erath,Erath,1430,,3,
1868,Texas,480,Falls,Falls,1450,,150,
1868,Texas,480,Fannin,Fannin,1470,,194,
1868,Texas,480,Fayette,Fayette,1490,,245,1
1868,Texas,480,Fort Bend,Fort Bend,1570,3,101,
1868,Texas,480,Galveston,Galveston,1670,,282,8
1868,Texas,480,Gillespie,Gillespie,1710,,39,1
1868,Texas,480,Goliad,Goliad,1750,3,42,
1868,Texas,480,Gonzales,Gonzales,1770,,120,3
1868,Texas,480,Grayson,Grayson,1810,,164,1
1868,Texas,480,Grimes,Grimes,1850,,199,2
1868,Texas,480,Guadalupe,Guadalupe,1870,,87,
1868,Texas,480,Hamilton,Hamilton,1930,3,,
1868,Texas,480,Hardin,Hardin,1990,3,12,
1868,Texas,480,Harris,Harris,2010,,354,6
1868,Texas,480,Harrison,Harrison,2030,,398,
1868,Texas,480,Hays,Hays,2090,,48,
1868,Texas,480,Henderson,Henderson,2130,,,2
1868,Texas,480,Hidalgo,Hidalgo,2150,,19,
1868,Texas,480,Hill,Hill,2170,3,,2
1868,Texas,480,Hood,Hood,2210,3,,
1868,Texas,480,Hopkins,Hopkins,2230,,,3
1868,Texas,480,Houston,Houston,2250,3,,
1868,Texas,480,Hunt,Hunt,2310,,119,2
1868,Texas,480,Jack,Jack,2370,,22,
1868,Texas,480,Jackson,Jackson,2390,,26,
1868,Texas,480,Jasper,Jasper,2410,,33,2
1868,Texas,480,Jefferson,Jefferson,2450,,27,
1868,Texas,480,Karnes,Karnes,2550,,,1
1868,Texas,480,Kaufman,Kaufman,2570,,118,
1868,Texas,480,Kendall,Kendall,2590,,12,
1868,Texas,480,Kimble,Kimble,2670,3,,
1868,Texas,480,Lamar,Lamar,2770,,206,6
1868,Texas,480,Lampasas,Lampasas,2810,3,,
1868,Texas,480,Lavaca,Lavaca,2850,,107,3
1868,Texas,480,Leon,Leon,2890,3,,1
1868,Texas,480,Liberty,Liberty,2910,3,,
1868,Texas,480,Limestone,Limestone,2930,3,,
1868,Texas,480,Llano,Llano,2990,3,,
1868,Texas,480,McLennan,McLennan,3090,,241,
1868,Texas,480,Marion,Marion,3150,,149,
1868,Texas,480,Mason,Mason,3190,3,,
1868,Texas,480,Matagorda,Matagorda,3210,,32,2
1868,Texas,480,Medina,Medina,3250,,22,2
1868,Texas,480,Milam,Milam,3310,3,,
1868,Texas,480,Montague,Montague,3370,3,,
1868,Texas,480,Montgomery,Montgomery,3390,,40,
1868,Texas,480,Nacogdoches,Nacogdoches,3470,,65,3
1868,Texas,480,Navarro,Navarro,3490,,77,1
1868,Texas,480,Orange,Orange,3610,,31,
1868,Texas,480,Panola,Panola,3650,,162,1
1868,Texas,480,Parker,Parker,3670,3,,
1868,Texas,480,Polk,Polk,3730,,53,
1868,Texas,480,Rains,Rains,3790,3,,
1868,Texas,480,Red River,Red River,3870,,153,3
1868,Texas,480,Refugio,Refugio,3910,3,,
1868,Texas,480,Robertson,Robertson,3950,,305,
1868,Texas,480,Rockwall,Rockwall,3970,3,,
1868,Texas,480,Rusk,Rusk,4010,,214,1
1868,Texas,480,San Saba,San Saba,4110,,17,
1868,Texas,480,Shelby,Shelby,4190,3,,
1868,Texas,480,Smith,Smith,4230,,,1
1868,Texas,480,Starr,Starr,4270,,38,
1868,Texas,480,Tarrant,Tarrant,4390,3,,
1868,Texas,480,Titus,Titus,4490,,114,
1868,Texas,480,Travis,Travis,4530,,184,1
1868,Texas,480,Trinity,Trinity,4550,3,,
1868,Texas,480,Tyler,Tyler,4570,,32,1
1868,Texas,480,Upshur,Upshur,4590,,86,
1868,Texas,480,Uvalde,Uvalde,4630,,23,
1868,Texas,480,Van Zandt,Van Zandt,4670,,,1
1868,Texas,480,Victoria,Victoria,4690,,61,2
1868,Texas,480,Walker,Walker,4710,,150,
1868,Texas,480,Washington,Washington,4770,,,3
1868,Texas,480,Webb,Webb,4790,47,24,
1868,Texas,480,Wharton,Wharton,4810,,48,
1868,Texas,480,Williamson,Williamson,4910,,96,2
1868,Texas,480,Wilson,Wilson,4930,3,12,
1868,Texas,480,Wise,Wise,4970,3,,
1868,Texas,480,Wood,Wood,4990,3,,
1868,Utah Territory,495,Box Elder,Box Elder,35,,,3
1868,Utah Territory,495,Cache,Cache,55,,,2
1868,Utah Territory,495,Davis,Davis,115,,,7
1868,Utah Territory,495,Iron,Iron,295,,,1
1868,Utah Territory,495,Juab,Juab,315,,,1
1868,Utah Territory,495,Morgan,Morgan,395,,,1
1868,Utah Territory,495,Salt Lake,Salt Lake,495,,,16
1868,Utah Territory,495,Sanpete,Sanpete,535,,,4
1868,Utah Territory,495,Utah,Utah,675,,,14
1868,Utah Territory,495,Wasatch,Wasatch,715,,,1
1868,Utah Territory,495,Weber,Weber,755,"48,49",,
1868,Washington Territory,535,Asotin,Asotin,5,50,,
1868,Washington Territory,535,Chihallis,Chihallis,15,50,,
1868,Washington Territory,535,Clallam,Clallam,35,50,,
1868,Washington Territory,535,Clark,Clark,55,50,,17
1868,Washington Territory,535,Columbia,Columbia,75,50,,
1868,Washington Territory,535,Cowlitz,Cowlitz,95,50,,
1868,Washington Territory,535,Garfield,Garfield,105,50,,
1868,Washington Territory,535,Island,Island,115,50,,
1868,Washington Territory,535,Jefferson,Jefferson,135,50,,2
1868,Washington Territory,535,King,King,155,50,,
1868,Washington Territory,535,Kitsap,Kitsap,175,50,,
1868,Washington Territory,535,Klikatat,Klikatat,195,50,,
1868,Washington Territory,535,Lewis,Lewis,215,50,,
1868,Washington Territory,535,Lincoln,Lincoln,225,50,,
1868,Washington Territory,535,Mason,Mason,235,50,,
1868,Washington Territory,535,Pacific,Pacific,255,50,,
1868,Washington Territory,535,Pierce,Pierce,275,50,9,3
1868,Washington Territory,535,The Disputed Islands,The Disputed Islands,295,50,,
1868,Washington Territory,535,San Juan,San Juan,315,50,,
1868,Washington Territory,535,Skagit,Skagit,335,50,,
1868,Washington Territory,535,Skamania,Skamania,355,50,,
1868,Washington Territory,535,Snohomish,Snohomish,395,50,,
1868,Washington Territory,535,Spokane,Spokane,415,50,,
1868,Washington Territory,535,Stevens,Stevens,435,50,,
1868,Washington Territory,535,Thurston,Thurston,455,50,,3
1868,Washington Territory,535,Wahkiakum,Wahkiakum,475,50,,
1868,Washington Territory,535,Walla Walla,Walla Walla,495,50,47,4
1868,Washington Territory,535,Whatcom,Whatcom,515,50,,
1868,Washington Territory,535,Whitman,Whitman,535,50,,
1868,Washington Territory,535,Yakima,Yakima,555,50,,
1869,Arizona Territory,45,Mohave,Mohave,155,,1,
1869,California,60,Alameda,Alameda,10,,210,5
1869,California,60,Alpine,Alpine,30,,,1
1869,California,60,Amador,Amador,50,,52,8
1869,California,60,Butte,Butte,70,,52,2
1869,California,60,Calaveras,Calaveras,90,,46,2
1869,California,60,Colusa,Colusa,110,,,2
1869,California,60,Contra Costa,Contra Costa,130,,42,2
1869,California,60,Del Norte,Del Norte,150,,,3
1869,California,60,El Dorado,El Dorado,170,,36,6
1869,California,60,Fresno,Fresno,190,,11,1
1869,California,60,Humboldt,Humboldt,230,,,1
1869,California,60,Kern,Kern,290,,8,2
1869,California,60,Lassen,Lassen,350,,16,1
1869,California,60,Los Angeles,Los Angeles,370,,156,5
1869,California,60,Marin,Marin,410,,17,1
1869,California,60,Mariposa,Mariposa,430,,16,3
1869,California,60,Mendocino,Mendocino,450,,56,6
1869,California,60,Merced,Merced,470,,15,2
1869,California,60,Monterey,Monterey,530,,81,3
1869,California,60,Napa,Napa,550,,61,3
1869,California,60,Nevada,Nevada,570,,89,19
1869,California,60,Placer,Placer,610,,52,7
1869,California,60,Plumas,Plumas,630,,19,1
1869,California,60,Sacramento,Sacramento,670,,249,25
1869,California,60,San Bernardino,San Bernardino,710,,8,4
1869,California,60,San Diego,San Diego,730,4,32,
1869,California,60,San Francisco,San Francisco,750,,2186,93
1869,California,60,San Joaquin,San Joaquin,770,,123,13
1869,California,60,San Luis Obispo,San Luis Obispo,790,,26,
1869,California,60,San Mateo,San Mateo,810,,48,7
1869,California,60,Santa Barbara,Santa Barbara,830,,55,
1869,California,60,Santa Clara,Santa Clara,850,,226,9
1869,California,60,Santa Cruz,Santa Cruz,870,,61,3
1869,California,60,Shasta,Shasta,890,,30,1
1869,California,60,Sierra,Sierra,910,,24,1
1869,California,60,Siskiyou,Siskiyou,930,,26,4
1869,California,60,Solano,Solano,950,,128,6
1869,California,60,Sonoma,Sonoma,970,4,127,11
1869,California,60,Stanislaus,Stanislaus,990,,29,7
1869,California,60,Sutter,Sutter,1010,,24,
1869,California,60,Tehama,Tehama,1030,,,4
1869,California,60,Trinity,Trinity,1050,,11,2
1869,California,60,Tulare,Tulare,1070,,50,2
1869,California,60,Tuolumne,Tuolumne,1090,,33,2
1869,California,60,Yolo,Yolo,1130,,40,5
1869,California,60,Yuba,Yuba,1150,,80,12
1869,Colorado Territory,85,Arapahoe,Arapahoe,15,,,6
1869,Colorado Territory,85,Boulder,Boulder,55,,16,
1869,Colorado Territory,85,Clear Creek,Clear Creek,75,,7,2
