GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AE7001
GIS Join Match Code,Data File Year,State Name,State Code,County Name,County Code,Area name,Average value of farmland and buildings per acre
"G4801050","1880","Texas","480","Crockett","1050","Crockett",1
"G4801070","1880","Texas","480","Crosby","1070","Crosby",1
"G4801130","1880","Texas","480","Dallas","1130","Dallas",12
"G4801190","1880","Texas","480","Delta","1190","Delta",7
"G4801210","1880","Texas","480","Denton","1210","Denton",8
"G4801230","1880","Texas","480","DeWitt","1230","De Witt",4
"G4801270","1880","Texas","480","Dimmit","1270","Dimmit",1
"G4801290","1880","Texas","480","Donley","1290","Donley",1
"G4801310","1880","Texas","480","Duval","1310","Duval",6
"G4801330","1880","Texas","480","Eastland","1330","Eastland",3
"G4801370","1880","Texas","480","Edwards","1370","Edwards",1
"G4801390","1880","Texas","480","Ellis","1390","Ellis",11
"G4801410","1880","Texas","480","El Paso","1410","El Paso",11
"G4801430","1880","Texas","480","Erath","1430","Erath",4
"G4801450","1880","Texas","480","Falls","1450","Falls",6
"G4801470","1880","Texas","480","Fannin","1470","Fannin",8
"G4801490","1880","Texas","480","Fayette","1490","Fayette",10
"G4801510","1880","Texas","480","Fisher","1510","Fisher",141
"G4801570","1880","Texas","480","Fort Bend","1570","Fort Bend",8
"G4801590","1880","Texas","480","Franklin","1590","Franklin",5
"G4801610","1880","Texas","480","Freestone","1610","Freestone",5
"G4801630","1880","Texas","480","Frio","1630","Frio",1
"G4801670","1880","Texas","480","Galveston","1670","Galveston",12
"G4801710","1880","Texas","480","Gillespie","1710","Gillespie",3
"G4801750","1880","Texas","480","Goliad","1750","Goliad",2
"G4801770","1880","Texas","480","Gonzales","1770","Gonzales",4
"G4801790","1880","Texas","480","Gray","1790","Gray",1
"G4801810","1880","Texas","480","Grayson","1810","Grayson",10
"G4801830","1880","Texas","480","Gregg","1830","Gregg",5
"G4801850","1880","Texas","480","Grimes","1850","Grimes",5
"G4801870","1880","Texas","480","Guadalupe","1870","Guadalupe",7
"G4801930","1880","Texas","480","Hamilton","1930","Hamilton",4
"G4801970","1880","Texas","480","Hardeman","1970","Hardeman",2
"G4801990","1880","Texas","480","Hardin","1990","Hardin",1
"G4802010","1880","Texas","480","Harris","2010","Harris",6
"G4802030","1880","Texas","480","Harrison","2030","Harrison",5
"G4802070","1880","Texas","480","Haskell","2070","Haskell",1
"G4802090","1880","Texas","480","Hays","2090","Hays",10
"G4802110","1880","Texas","480","Hemphill","2110","Hemphill",4
"G4802130","1880","Texas","480","Henderson","2130","Henderson",4
"G4802150","1880","Texas","480","Hidalgo","2150","Hidalgo",1
"G4802170","1880","Texas","480","Hill","2170","Hill",8
"G4802210","1880","Texas","480","Hood","2210","Hood",5
"G4802230","1880","Texas","480","Hopkins","2230","Hopkins",5
"G4802250","1880","Texas","480","Houston","2250","Houston",3
"G4802310","1880","Texas","480","Hunt","2310","Hunt",7
"G4802370","1880","Texas","480","Jack","2370","Jack",4
"G4802390","1880","Texas","480","Jackson","2390","Jackson",2
"G4802410","1880","Texas","480","Jasper","2410","Jasper",3
"G4802450","1880","Texas","480","Jefferson","2450","Jefferson",2
"G4802510","1880","Texas","480","Johnson","2510","Johnson",10
"G4802530","1880","Texas","480","Jones","2530","Jones",2
"G4802550","1880","Texas","480","Karnes","2550","Karnes",2
"G4802570","1880","Texas","480","Kaufman","2570","Kaufman",8
"G4802590","1880","Texas","480","Kendall","2590","Kendall",3
"G4802650","1880","Texas","480","Kerr","2650","Kerr",3
"G4802670","1880","Texas","480","Kimble","2670","Kimble",3
"G4802710","1880","Texas","480","Kinney","2710","Kinney",3
"G4802750","1880","Texas","480","Knox","2750","Knox",5
"G4802770","1880","Texas","480","Lamar","2770","Lamar",9
"G4802810","1880","Texas","480","Lampasas","2810","Lampasas",4
"G4802830","1880","Texas","480","La Salle","2830","La Salle",1
"G4802850","1880","Texas","480","Lavaca","2850","Lavaca",6
"G4802870","1880","Texas","480","Lee","2870","Lee",5
"G4802890","1880","Texas","480","Leon","2890","Leon",3
"G4802910","1880","Texas","480","Liberty","2910","Liberty",3
"G4802930","1880","Texas","480","Limestone","2930","Limestone",8
"G4802950","1880","Texas","480","Lipscomb","2950","Lipscomb",37
"G4802970","1880","Texas","480","Live Oak","2970","Live Oak",2
"G4802990","1880","Texas","480","Llano","2990","Llano",2
"G4803070","1880","Texas","480","McCulloch","3070","Mcculloch",2
"G4803090","1880","Texas","480","McLennan","3090","Mclennan",8
"G4803110","1880","Texas","480","McMullen","3110","Mcmullen",1
"G4803130","1880","Texas","480","Madison","3130","Madison",3
"G4803150","1880","Texas","480","Marion","3150","Marion",3
"G4803190","1880","Texas","480","Mason","3190","Mason",2
"G4803210","1880","Texas","480","Matagorda","3210","Matagorda",3
"G4803230","1880","Texas","480","Maverick","3230","Maverick",1
"G4803250","1880","Texas","480","Medina","3250","Medina",2
"G4803270","1880","Texas","480","Menard","3270","Menard",3
"G4803310","1880","Texas","480","Milam","3310","Milam",7
"G4803370","1880","Texas","480","Montague","3370","Montague",4
"G4803390","1880","Texas","480","Montgomery","3390","Montgomery",4
"G4803430","1880","Texas","480","Morris","3430","Morris",4
"G4803470","1880","Texas","480","Nacogdoches","3470","Nacogdoches",2
"G4803490","1880","Texas","480","Navarro","3490","Navarro",7
"G4803510","1880","Texas","480","Newton","3510","Newton",1
"G4803530","1880","Texas","480","Nolan","3530","Nolan",26
"G4803610","1880","Texas","480","Orange","3610","Orange",3
"G4803630","1880","Texas","480","Palo Pinto","3630","Palo Pinto",5
"G4803650","1880","Texas","480","Panola","3650","Panola",3
"G4803670","1880","Texas","480","Parker","3670","Parker",6
"G4803710","1880","Texas","480","Pecos","3710","Pecos",3
"G4803730","1880","Texas","480","Polk","3730","Polk",3
"G4803750","1880","Texas","480","Potter","3750","Potter",1
"G4803770","1880","Texas","480","Presidio","3770","Presidio",2
"G4803790","1880","Texas","480","Rains","3790","Rains",9
"G4803870","1880","Texas","480","Red River","3870","Red River",5
"G4803910","1880","Texas","480","Refugio","3910","Refugio",2
"G4803950","1880","Texas","480","Robertson","3950","Robertson",8
"G4803970","1880","Texas","480","Rockwall","3970","Rockwall",8
"G4804010","1880","Texas","480","Rusk","4010","Rusk",4
"G4804030","1880","Texas","480","Sabine","4030","Sabine",2
"G4804050","1880","Texas","480","San Augustine","4050","San Augustine",2
"G4804070","1880","Texas","480","San Jacinto","4070","San Jacinto",6
"G4804090","1880","Texas","480","San Patricio","4090","San Patricio",2
"G4804110","1880","Texas","480","San Saba","4110","San Saba",3
"G4804170","1880","Texas","480","Shackelford","4170","Shackelford",4
"G4804190","1880","Texas","480","Shelby","4190","Shelby",3
"G4804230","1880","Texas","480","Smith","4230","Smith",5
"G4804250","1880","Texas","480","Somervell","4250","Somervell",5
"G4804290","1880","Texas","480","Stephens","4290","Stephens",4
"G4804390","1880","Texas","480","Tarrant","4390","Tarrant",9
"G4804410","1880","Texas","480","Taylor","4410","Taylor",2
"G4804470","1880","Texas","480","Throckmorton","4470","Throckmorton",3
"G4804490","1880","Texas","480","Titus","4490","Titus",4
"G4804510","1880","Texas","480","Tom Green","4510","Tom Green",33
"G4804530","1880","Texas","480","Travis","4530","Travis",12
"G4804550","1880","Texas","480","Trinity","4550","Trinity",2
"G4804570","1880","Texas","480","Tyler","4570","Tyler",1
"G4804590","1880","Texas","480","Upshur","4590","Upshur",4
"G4804630","1880","Texas","480","Uvalde","4630","Uvalde",1
"G4804670","1880","Texas","480","Van Zandt","4670","Van Zandt",5
"G4804690","1880","Texas","480","Victoria","4690","Victoria",3
"G4804710","1880","Texas","480","Walker","4710","Walker",3
"G4804730","1880","Texas","480","Waller","4730","Waller",7
"G4804770","1880","Texas","480","Washington","4770","Washington",10
"G4804790","1880","Texas","480","Webb","4790","Webb",1
"G4804810","1880","Texas","480","Wharton","4810","Wharton",5
"G4804850","1880","Texas","480","Wichita","4850","Wichita",3
"G4804870","1880","Texas","480","Wilbarger","4870","Wilbarger",3
"G4804910","1880","Texas","480","Williamson","4910","Williamson",7
"G4804930","1880","Texas","480","Wilson","4930","Wilson",4
"G4804970","1880","Texas","480","Wise","4970","Wise",6
"G4804990","1880","Texas","480","Wood","4990","Wood",5
"G4805030","1880","Texas","480","Young","5030","Young",5
"G4805050","1880","Texas","480","Zapata","5050","Zapata",1
"G4805070","1880","Texas","480","Zavala","5070","Zavala",1
"G5000010","1880","Vermont","500","Addison","0010","Addison",30
"G5000030","1880","Vermont","500","Bennington","0030","Bennington",19
"G5000050","1880","Vermont","500","Caledonia","0050","Caledonia",20
"G5000070","1880","Vermont","500","Chittenden","0070","Chittenden",30
"G5000090","1880","Vermont","500","Essex","0090","Essex",9
"G5000110","1880","Vermont","500","Franklin","0110","Franklin",29
"G5000130","1880","Vermont","500","Grand Isle","0130","Grand Isle",40
"G5000150","1880","Vermont","500","Lamoille","0150","Lamoille",19
"G5000170","1880","Vermont","500","Orange","0170","Orange",20
"G5000190","1880","Vermont","500","Orleans","0190","Orleans",20
"G5000210","1880","Vermont","500","Rutland","0210","Rutland",25
"G5000230","1880","Vermont","500","Washington","0230","Washington",23
"G5000250","1880","Vermont","500","Windham","0250","Windham",17
"G5000270","1880","Vermont","500","Windsor","0270","Windsor",20
"G5100010","1880","Virginia","510","Accomack","0010","Accomack",21
"G5100030","1880","Virginia","510","Albemarle","0030","Albemarle",14
"G5100050","1880","Virginia","510","Alleghany","0050","Alleghany",5
"G5100070","1880","Virginia","510","Amelia","0070","Amelia",6
"G5100090","1880","Virginia","510","Amherst","0090","Amherst",10
"G5100110","1880","Virginia","510","Appomattox","0110","Appomattox",7
"G5100150","1880","Virginia","510","Augusta","0150","Augusta",20
"G5100170","1880","Virginia","510","Bath","0170","Bath",6
"G5100190","1880","Virginia","510","Bedford","0190","Bedford",10
"G5100210","1880","Virginia","510","Bland","0210","Bland",7
"G5100230","1880","Virginia","510","Botetourt","0230","Botetourt",12
"G5100250","1880","Virginia","510","Brunswick","0250","Brunswick",3
"G5100270","1880","Virginia","510","Buchanan","0270","Buchanan",1
"G5100290","1880","Virginia","510","Buckingham","0290","Buckingham",5
"G5100310","1880","Virginia","510","Campbell","0310","Campbell",8
"G5100330","1880","Virginia","510","Caroline","0330","Caroline",7
"G5100350","1880","Virginia","510","Carroll","0350","Carroll",6
"G5100360","1880","Virginia","510","Charles City","0360","Charles City",8
"G5100370","1880","Virginia","510","Charlotte","0370","Charlotte",8
"G5100410","1880","Virginia","510","Chesterfield","0410","Chesterfield",12
"G5100430","1880","Virginia","510","Clarke","0430","Clarke",26
"G5100450","1880","Virginia","510","Craig","0450","Craig",8
"G5100470","1880","Virginia","510","Culpeper","0470","Culpeper",12
"G5100490","1880","Virginia","510","Cumberland","0490","Cumberland",7
"G5100530","1880","Virginia","510","Dinwiddie","0530","Dinwiddie",5
"G5100550","1880","Virginia","510","Elizabeth City","0550","Elizabeth City",22
"G5100570","1880","Virginia","510","Essex","0570","Essex",8
"G5100590","1880","Virginia","510","Fairfax","0590","Fairfax",25
"G5100610","1880","Virginia","510","Fauquier","0610","Fauquier",17
"G5100630","1880","Virginia","510","Floyd","0630","Floyd",10
"G5100650","1880","Virginia","510","Fluvanna","0650","Fluvanna",8
"G5100670","1880","Virginia","510","Franklin","0670","Franklin",7
"G5100690","1880","Virginia","510","Frederick","0690","Frederick",15
"G5100710","1880","Virginia","510","Giles","0710","Giles",11
"G5100730","1880","Virginia","510","Gloucester","0730","Gloucester",13
"G5100750","1880","Virginia","510","Goochland","0750","Goochland",9
"G5100770","1880","Virginia","510","Grayson","0770","Grayson",8
"G5100790","1880","Virginia","510","Greene","0790","Greene",8
"G5100810","1880","Virginia","510","Greensville","0810","Greensville",5
"G5100830","1880","Virginia","510","Halifax","0830","Halifax",9
"G5100850","1880","Virginia","510","Hanover","0850","Hanover",9
"G5100870","1880","Virginia","510","Henrico","0870","Henrico",31
"G5100890","1880","Virginia","510","Henry","0890","Henry",7
"G5100910","1880","Virginia","510","Highland","0910","Highland",12
"G5100930","1880","Virginia","510","Isle Of Wight","0930","Isle Of Wight",8
"G5100950","1880","Virginia","510","James City","0950","James City",7
"G5100970","1880","Virginia","510","King And Queen","0970","King And Queen",7
"G5100990","1880","Virginia","510","King George","0990","King George",11
"G5101010","1880","Virginia","510","King William","1010","King William",10
"G5101030","1880","Virginia","510","Lancaster","1030","Lancaster",12
"G5101050","1880","Virginia","510","Lee","1050","Lee",8
"G5101070","1880","Virginia","510","Loudoun","1070","Loudoun",32
"G5101090","1880","Virginia","510","Louisa","1090","Louisa",8
"G5101110","1880","Virginia","510","Lunenburg","1110","Lunenburg",5
"G5101130","1880","Virginia","510","Madison","1130","Madison",12
"G5101150","1880","Virginia","510","Mathews","1150","Matthews",25
"G5101170","1880","Virginia","510","Mecklenburg","1170","Mecklenburg",6
"G5101190","1880","Virginia","510","Middlesex","1190","Middlesex",11
"G5101210","1880","Virginia","510","Montgomery","1210","Montgomery",18
"G5101230","1880","Virginia","510","Nansemond","1230","Nansemond",9
"G5101250","1880","Virginia","510","Nelson","1250","Nelson",8
"G5101270","1880","Virginia","510","New Kent","1270","New Kent",5
"G5101290","1880","Virginia","510","Norfolk","1290","Norfolk",20
"G5101310","1880","Virginia","510","Northampton","1310","Northampton",16
"G5101330","1880","Virginia","510","Northumberland","1330","Northumberland",12
"G5101350","1880","Virginia","510","Nottoway","1350","Nottoway",6
"G5101370","1880","Virginia","510","Orange","1370","Orange",11
"G5101390","1880","Virginia","510","Page","1390","Page",17
"G5101410","1880","Virginia","510","Patrick","1410","Patrick",5
"G5101430","1880","Virginia","510","Pittsylvania","1430","Pittsylvania",9
"G5101450","1880","Virginia","510","Powhatan","1450","Powhatan",8
"G5101470","1880","Virginia","510","Prince Edward","1470","Prince Edward",9
"G5101490","1880","Virginia","510","Prince George","1490","Prince George",8
"G5101510","1880","Virginia","510","Princess Anne","1510","Princess Anne",12
"G5101530","1880","Virginia","510","Prince William","1530","Prince William",12
"G5101550","1880","Virginia","510","Pulaski","1550","Pulaski",19
"G5101570","1880","Virginia","510","Rappahannock","1570","Rappahannock",13
"G5101590","1880","Virginia","510","Richmond","1590","Richmond",10
"G5101610","1880","Virginia","510","Roanoke","1610","Roanoke",23
"G5101630","1880","Virginia","510","Rockbridge","1630","Rockbridge",12
"G5101650","1880","Virginia","510","Rockingham","1650","Rockingham",25
"G5101670","1880","Virginia","510","Russell","1670","Russell",11
"G5101690","1880","Virginia","510","Scott","1690","Scott",7
"G5101710","1880","Virginia","510","Shenandoah","1710","Shenandoah",21
"G5101730","1880","Virginia","510","Smyth","1730","Smyth",13
"G5101750","1880","Virginia","510","Southampton","1750","Southampton",4
"G5101770","1880","Virginia","510","Spotsylvania","1770","Spotsylvania",7
"G5101790","1880","Virginia","510","Stafford","1790","Stafford",8
"G5101810","1880","Virginia","510","Surry","1810","Surry",7
"G5101830","1880","Virginia","510","Sussex","1830","Sussex",4
"G5101850","1880","Virginia","510","Tazewell","1850","Tazewell",10
"G5101870","1880","Virginia","510","Warren","1870","Warren",13
"G5101890","1880","Virginia","510","Warwick","1890","Warwick",6
"G5101910","1880","Virginia","510","Washington","1910","Washington",13
"G5101930","1880","Virginia","510","Westmoreland","1930","Westmoreland",8
"G5101950","1880","Virginia","510","Wise","1950","Wise",3
"G5101970","1880","Virginia","510","Wythe","1970","Wythe",16
"G5101990","1880","Virginia","510","York","1990","York",9
"G5400010","1880","West Virginia","540","Barbour","0010","Barbour",18
"G5400030","1880","West Virginia","540","Berkeley","0030","Berkeley",26
"G5400050","1880","West Virginia","540","Boone","0050","Boone",3
"G5400070","1880","West Virginia","540","Braxton","0070","Braxton",7
"G5400090","1880","West Virginia","540","Brooke","0090","Brooke",59
"G5400110","1880","West Virginia","540","Cabell","0110","Cabell",12
"G5400130","1880","West Virginia","540","Calhoun","0130","Calhoun",7
"G5400150","1880","West Virginia","540","Clay","0150","Clay",5
"G5400170","1880","West Virginia","540","Doddridge","0170","Doddridge",12
"G5400190","1880","West Virginia","540","Fayette","0190","Fayette",6
"G5400210","1880","West Virginia","540","Gilmer","0210","Gilmer",8
"G5400230","1880","West Virginia","540","Grant","0230","Grant",8
"G5400250","1880","West Virginia","540","Greenbrier","0250","Greenbrier",9
"G5400270","1880","West Virginia","540","Hampshire","0270","Hampshire",7
"G5400290","1880","West Virginia","540","Hancock","0290","Hancock",46
"G5400310","1880","West Virginia","540","Hardy","0310","Hardy",8
"G5400330","1880","West Virginia","540","Harrison","0330","Harrison",28
"G5400350","1880","West Virginia","540","Jackson","0350","Jackson",16
"G5400370","1880","West Virginia","540","Jefferson","0370","Jefferson",39
"G5400390","1880","West Virginia","540","Kanawha","0390","Kanawha",11
"G5400410","1880","West Virginia","540","Lewis","0410","Lewis",19
"G5400430","1880","West Virginia","540","Lincoln","0430","Lincoln",5
"G5400450","1880","West Virginia","540","Logan","0450","Logan",3
"G5400470","1880","West Virginia","540","McDowell","0470","Mcdowell",2
"G5400490","1880","West Virginia","540","Marion","0490","Marion",28
"G5400510","1880","West Virginia","540","Marshall","0510","Marshall",43
"G5400530","1880","West Virginia","540","Mason","0530","Mason",19
"G5400550","1880","West Virginia","540","Mercer","0550","Mercer",4
"G5400570","1880","West Virginia","540","Mineral","0570","Mineral",10
"G5400610","1880","West Virginia","540","Monongalia","0610","Monongalia",24
"G5400630","1880","West Virginia","540","Monroe","0630","Monroe",13
"G5400650","1880","West Virginia","540","Morgan","0650","Morgan",7
"G5400670","1880","West Virginia","540","Nicholas","0670","Nicholas",5
"G5400690","1880","West Virginia","540","Ohio","0690","Ohio",64
"G5400710","1880","West Virginia","540","Pendleton","0710","Pendleton",7
"G5400730","1880","West Virginia","540","Pleasants","0730","Pleasants",18
"G5400750","1880","West Virginia","540","Pocahontas","0750","Pocahontas",6
"G5400770","1880","West Virginia","540","Preston","0770","Preston",10
"G5400790","1880","West Virginia","540","Putnam","0790","Putnam",13
"G5400810","1880","West Virginia","540","Raleigh","0810","Raleigh",7
"G5400830","1880","West Virginia","540","Randolph","0830","Randolph",7
"G5400850","1880","West Virginia","540","Ritchie","0850","Ritchie",13
"G5400870","1880","West Virginia","540","Roane","0870","Roane",9
"G5400890","1880","West Virginia","540","Summers","0890","Summers",7
"G5400910","1880","West Virginia","540","Taylor","0910","Taylor",28
"G5400930","1880","West Virginia","540","Tucker","0930","Tucker",7
"G5400950","1880","West Virginia","540","Tyler","0950","Tyler",17
"G5400970","1880","West Virginia","540","Upshur","0970","Upshur",17
"G5400990","1880","West Virginia","540","Wayne","0990","Wayne",8
"G5401010","1880","West Virginia","540","Webster","1010","Webster",4
"G5401030","1880","West Virginia","540","Wetzel","1030","Wetzel",15
"G5401050","1880","West Virginia","540","Wirt","1050","Wirt",11
"G5401070","1880","West Virginia","540","Wood","1070","Wood",22
"G5401090","1880","West Virginia","540","Wyoming","1090","Wyoming",4
"G5500010","1880","Wisconsin","550","Adams","0010","Adams",8
"G5500050","1880","Wisconsin","550","Barron","0050","Barron",6
"G5500070","1880","Wisconsin","550","Bayfield","0070","Bayfield",13
"G5500090","1880","Wisconsin","550","Brown","0090","Brown",17
"G5500110","1880","Wisconsin","550","Buffalo","0110","Buffalo",11
"G5500130","1880","Wisconsin","550","Burnett","0130","Burnett",6
"G5500150","1880","Wisconsin","550","Calumet","0150","Calumet",34
"G5500170","1880","Wisconsin","550","Chippewa","0170","Chippewa",12
"G5500190","1880","Wisconsin","550","Clark","0190","Clark",12
"G5500210","1880","Wisconsin","550","Columbia","0210","Columbia",22
"G5500230","1880","Wisconsin","550","Crawford","0230","Crawford",10
"G5500250","1880","Wisconsin","550","Dane","0250","Dane",25
"G5500270","1880","Wisconsin","550","Dodge","0270","Dodge",42
"G5500290","1880","Wisconsin","550","Door","0290","Door",12
"G5500310","1880","Wisconsin","550","Douglas","0310","Douglas",24
"G5500330","1880","Wisconsin","550","Dunn","0330","Dunn",12
"G5500350","1880","Wisconsin","550","Eau Claire","0350","Eau Claire",15
"G5500390","1880","Wisconsin","550","Fond du Lac","0390","Fond Du Lac",39
"G5500430","1880","Wisconsin","550","Grant","0430","Grant",18
"G5500450","1880","Wisconsin","550","Green","0450","Green",26
"G5500470","1880","Wisconsin","550","Green Lake","0470","Green Lake",25
"G5500490","1880","Wisconsin","550","Iowa","0490","Iowa",18
"G5500530","1880","Wisconsin","550","Jackson","0530","Jackson",11
"G5500550","1880","Wisconsin","550","Jefferson","0550","Jefferson",36
"G5500570","1880","Wisconsin","550","Juneau","0570","Juneau",12
"G5500590","1880","Wisconsin","550","Kenosha","0590","Kenosha",29
"G5500610","1880","Wisconsin","550","Kewaunee","0610","Kewaunee",18
"G5500630","1880","Wisconsin","550","La Crosse","0630","La Crosse",18
"G5500650","1880","Wisconsin","550","Lafayette","0650","Lafayette",26
"G5500670","1880","Wisconsin","550","Langlade","0670","Langlade",6
"G5500690","1880","Wisconsin","550","Lincoln","0690","Lincoln",9
"G5500710","1880","Wisconsin","550","Manitowoc","0710","Manitowoc",31
"G5500730","1880","Wisconsin","550","Marathon","0730","Marathon",10
"G5500750","1880","Wisconsin","550","Marinette","0750","Marinette",11
"G5500770","1880","Wisconsin","550","Marquette","0770","Marquette",10
"G5500790","1880","Wisconsin","550","Milwaukee","0790","Milwaukee",100
"G5500810","1880","Wisconsin","550","Monroe","0810","Monroe",14
"G5500830","1880","Wisconsin","550","Oconto","0830","Oconto",11
"G5500870","1880","Wisconsin","550","Outagamie","0870","Outagamie",28
"G5500890","1880","Wisconsin","550","Ozaukee","0890","Ozaukee",49
"G5500910","1880","Wisconsin","550","Pepin","0910","Pepin",14
"G5500930","1880","Wisconsin","550","Pierce","0930","Pierce",20
"G5500950","1880","Wisconsin","550","Polk","0950","Polk",12
"G5500970","1880","Wisconsin","550","Portage","0970","Portage",9
"G5500990","1880","Wisconsin","550","Price","0990","Price",4
"G5501010","1880","Wisconsin","550","Racine","1010","Racine",38
"G5501030","1880","Wisconsin","550","Richland","1030","Richland",14
"G5501050","1880","Wisconsin","550","Rock","1050","Rock",34
"G5501090","1880","Wisconsin","550","St Croix","1090","St Croix",23
"G5501110","1880","Wisconsin","550","Sauk","1110","Sauk",17
"G5501150","1880","Wisconsin","550","Shawano","1150","Shawano",10
"G5501170","1880","Wisconsin","550","Sheboygan","1170","Sheboygan",41
"G5501210","1880","Wisconsin","550","Trempealeau","1210","Trempealeau",7
"G5501230","1880","Wisconsin","550","Vernon","1230","Vernon",12
"G5501270","1880","Wisconsin","550","Walworth","1270","Walworth",35
"G5501310","1880","Wisconsin","550","Washington","1310","Washington",44
"G5501330","1880","Wisconsin","550","Waukesha","1330","Waukesha",45
"G5501350","1880","Wisconsin","550","Waupaca","1350","Waupaca",13
"G5501370","1880","Wisconsin","550","Waushara","1370","Waushara",12
"G5501390","1880","Wisconsin","550","Winnebago","1390","Winnebago",40
"G5501410","1880","Wisconsin","550","Wood","1410","Wood",8
GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AE7001
GIS Join Match Code,Data File Year,State Name,State Code,County Name,County Code,Area name,Average value of farmland and buildings per acre
"G0100010","1890","Alabama","010","Autauga","0010","Autauga",5
"G0100030","1890","Alabama","010","Baldwin","0030","Baldwin",4
"G0100050","1890","Alabama","010","Barbour","0050","Barbour",5
"G0100070","1890","Alabama","010","Bibb","0070","Bibb",4
"G0100090","1890","Alabama","010","Blount","0090","Blount",6
"G0100110","1890","Alabama","010","Bullock","0110","Bullock",5
"G0100130","1890","Alabama","010","Butler","0130","Butler",5
"G0100150","1890","Alabama","010","Calhoun","0150","Calhoun",10
"G0100170","1890","Alabama","010","Chambers","0170","Chambers",7
"G0100190","1890","Alabama","010","Cherokee","0190","Cherokee",8
"G0100210","1890","Alabama","010","Chilton","0210","Chilton",4
"G0100230","1890","Alabama","010","Choctaw","0230","Choctaw",3
"G0100250","1890","Alabama","010","Clarke","0250","Clarke",3
"G0100270","1890","Alabama","010","Clay","0270","Clay",4
"G0100290","1890","Alabama","010","Cleburne","0290","Cleburne",5
"G0100310","1890","Alabama","010","Coffee","0310","Coffee",4
"G0100330","1890","Alabama","010","Colbert","0330","Colbert",8
"G0100350","1890","Alabama","010","Conecuh","0350","Conecuh",3
"G0100370","1890","Alabama","010","Coosa","0370","Coosa",4
"G0100390","1890","Alabama","010","Covington","0390","Covington",2
"G0100410","1890","Alabama","010","Crenshaw","0410","Crenshaw",4
"G0100430","1890","Alabama","010","Cullman","0430","Cullman",5
"G0100450","1890","Alabama","010","Dale","0450","Dale",5
"G0100470","1890","Alabama","010","Dallas","0470","Dallas",7
"G0100490","1890","Alabama","010","DeKalb","0490","Dekalb",6
"G0100510","1890","Alabama","010","Elmore","0510","Elmore",6
"G0100530","1890","Alabama","010","Escambia","0530","Escambia",4
"G0100550","1890","Alabama","010","Etowah","0550","Etowah",8
"G0100570","1890","Alabama","010","Fayette","0570","Fayette",3
"G0100590","1890","Alabama","010","Franklin","0590","Franklin",5
"G0100610","1890","Alabama","010","Geneva","0610","Geneva",3
"G0100630","1890","Alabama","010","Greene","0630","Greene",6
"G0100650","1890","Alabama","010","Hale","0650","Hale",10
"G0100670","1890","Alabama","010","Henry","0670","Henry",5
"G0100710","1890","Alabama","010","Jackson","0710","Jackson",7
"G0100730","1890","Alabama","010","Jefferson","0730","Jefferson",11
"G0100750","1890","Alabama","010","Lamar","0750","Lamar",4
"G0100770","1890","Alabama","010","Lauderdale","0770","Lauderdale",6
"G0100790","1890","Alabama","010","Lawrence","0790","Lawrence",7
"G0100810","1890","Alabama","010","Lee","0810","Lee",6
"G0100830","1890","Alabama","010","Limestone","0830","Limestone",9
"G0100850","1890","Alabama","010","Lowndes","0850","Lowndes",8
"G0100870","1890","Alabama","010","Macon","0870","Macon",5
"G0100890","1890","Alabama","010","Madison","0890","Madison",11
"G0100910","1890","Alabama","010","Marengo","0910","Marengo",7
"G0100930","1890","Alabama","010","Marion","0930","Marion",2
"G0100950","1890","Alabama","010","Marshall","0950","Marshall",6
"G0100970","1890","Alabama","010","Mobile","0970","Mobile",7
"G0100990","1890","Alabama","010","Monroe","0990","Monroe",3
"G0101010","1890","Alabama","010","Montgomery","1010","Montgomery",9
"G0101030","1890","Alabama","010","Morgan","1030","Morgan",7
"G0101050","1890","Alabama","010","Perry","1050","Perry",5
"G0101070","1890","Alabama","010","Pickens","1070","Pickens",5
"G0101090","1890","Alabama","010","Pike","1090","Pike",6
"G0101110","1890","Alabama","010","Randolph","1110","Randolph",4
"G0101130","1890","Alabama","010","Russell","1130","Russell",6
"G0101150","1890","Alabama","010","St Clair","1150","St Clair",6
"G0101170","1890","Alabama","010","Shelby","1170","Shelby",5
"G0101190","1890","Alabama","010","Sumter","1190","Sumter",5
"G0101210","1890","Alabama","010","Talladega","1210","Talladega",8
"G0101230","1890","Alabama","010","Tallapoosa","1230","Tallapoosa",6
"G0101250","1890","Alabama","010","Tuscaloosa","1250","Tuscaloosa",4
"G0101270","1890","Alabama","010","Walker","1270","Walker",4
"G0101290","1890","Alabama","010","Washington","1290","Washington",2
"G0101310","1890","Alabama","010","Wilcox","1310","Wilcox",6
"G0101330","1890","Alabama","010","Winston","1330","Winston",2
"G0500010","1890","Arkansas","050","Arkansas","0010","Arkansas",8
"G0500030","1890","Arkansas","050","Ashley","0030","Ashley",7
"G0500050","1890","Arkansas","050","Baxter","0050","Baxter",5
"G0500070","1890","Arkansas","050","Benton","0070","Benton",12
"G0500090","1890","Arkansas","050","Boone","0090","Boone",8
"G0500110","1890","Arkansas","050","Bradley","0110","Bradley",4
"G0500130","1890","Arkansas","050","Calhoun","0130","Calhoun",3
"G0500150","1890","Arkansas","050","Carroll","0150","Carroll",7
